Geneid,Cal27_K36me2_WT_2,Cal27_K36me2_WT_1,Cal27_K36me2_NSD1KO_1,Cal27_K36me2_NSD1KO_2
RDH13,168,157,128,148
SPTBN4,320,335,252,87
BRSK1,166,178,45,18
COX6B2,43,35,20,9
TMEM190,4,0,6,5
NLRP4,80,72,119,28
DEDD2,160,201,169,181
SAFB,384,560,384,526
NACC1,211,244,271,234
IER2,10,20,5,6
PTGER1,11,11,22,10
PWWP3A,298,209,233,199
ZNF333,393,300,381,323
TEKTL1,13,19,39,8
PGLYRP2,28,22,16,12
CELF5,120,107,128,62
MFSD12,156,137,140,109
FBXO27,109,90,64,58
DMKN,103,120,105,103
U2AF1L4,0,0,0,0
NPHS1,44,57,61,15
THAP8,334,248,249,243
COX7A1,9,14,11,15
ZNF382,58,53,87,21
ZNF577,32,48,40,14
TMEM143,397,373,258,197
KASH5,80,98,55,19
ALDH16A1,105,98,89,103
SIGLEC11,0,3,3,2
SIGLEC16,11,12,16,4
IZUMO2,17,15,28,7
EMC10,10,19,32,9
JOSD2,8,11,27,4
SHANK1,83,91,118,44
OR7G1,9,6,4,2
RAVER1,94,107,88,84
SYCE2,87,92,87,41
SPC24,175,133,133,115
ZNF653,0,0,0,0
PLEKHF1,69,97,70,134
WDR88,313,177,139,69
GARRE1,1888,1849,1394,1578
ZNF606,41,54,64,19
ZNF91,230,237,193,47
IRGQ,24,29,23,25
ZNF226,172,223,141,200
ZNF180,370,459,387,331
GNG8,8,7,1,2
TPM4,271,338,214,304
RAB8A,185,179,168,173
GPX4,2,11,16,19
MIDN,40,61,28,57
JSRP1,8,18,10,4
NIBAN3,123,106,54,25
KLHL26,309,232,326,208
GATAD2A,2161,2434,1679,2113
ZNF610,60,45,88,24
ZNF528,28,32,65,15
ZNF701,23,14,41,10
SERTAD3,16,40,11,28
RAB4B,0,0,0,0
PROSER3,119,93,134,82
CYP2S1,139,171,150,167
AXL,418,312,483,359
NFKBID,118,87,119,111
TMC4,68,63,68,49
LAIR1,23,24,26,7
TTYH1,30,46,33,16
LENG8,59,62,54,74
CDC42EP5,64,84,35,28
LAIR2,12,6,14,1
TMEM145,40,25,19,7
ZNF526,0,0,0,0
KIR3DL1,26,14,28,11
NLRP7,362,309,75,33
ZNF146,0,0,0,0
ZNF283,444,549,337,419
PPP1R14A,82,86,5,3
SPINT2,319,419,250,368
C19orf33,0,0,0,0
YIF1B,113,104,86,68
DNAAF3,12,16,11,8
ATCAY,86,87,88,35
DAPK3,40,68,60,50
EEF2,35,54,24,52
TMIGD2,24,33,11,5
CHAF1A,464,460,521,390
UBXN6,61,80,67,62
HDGFL2,287,172,241,224
PLIN4,69,45,71,38
SEMA6B,153,277,57,32
ZNF444,188,136,207,179
HSD11B1L,0,0,0,0
KLK1,4,7,9,7
KLK4,16,11,14,4
KLK2,12,12,7,8
KLK5,144,140,118,106
KLK6,197,189,19,6
KLK11,19,15,26,9
KLK13,20,43,18,12
ZNF83,63,63,80,18
ACER1,80,62,43,17
ANGPTL4,90,69,67,76
ENSG00000167774,28,32,16,20
CD320,58,53,45,45
ZNF558,350,419,313,381
ENSG00000167807,0,0,0,0
PRDX2,37,27,35,17
ZNF30,334,251,227,233
ZNF507,779,1020,696,801
SIGLEC7,26,27,25,7
UQCRFS1,118,143,100,134
KLK7,114,119,9,7
ATF5,0,0,0,0
CPT1C,108,119,37,17
ELSPBP1,57,65,78,21
CCDC8,10,13,6,2
IRF2BP1,18,19,22,19
FOXA3,18,22,22,13
ZNF296,38,53,28,38
PSG6,560,381,188,73
RPS9,24,48,26,49
TSEN34,39,54,26,47
NDUFA3,43,45,34,35
OSCAR,33,23,26,6
OR7G3,7,7,7,2
OR7G2,20,27,11,4
OR1M1,12,19,27,7
MBD3L1,40,23,29,9
ZNF160,86,68,90,22
ZNF415,38,30,31,8
CEACAM3,33,25,31,23
LRRC8E,193,220,117,125
FPR2,0,0,0,0
FPR1,52,73,105,17
INSR,379,330,717,304
NRTN,38,36,31,17
FUT3,83,75,35,14
RLN3,9,22,4,5
JUNB,9,16,8,14
LRG1,0,0,0,0
ZNF439,59,44,54,17
ZNF440,365,314,295,299
ZNF581,78,82,68,52
ZNF524,29,20,16,16
ZNF562,638,823,452,633
ZNF561,144,221,116,157
NLRP5,125,78,149,41
RAB4B-EGLN2,22,23,8,9
ZNF584,173,121,109,133
ZNF274,399,310,315,359
ZIK1,45,71,20,11
LGALS4,137,159,23,13
NXNL1,0,0,0,0
RASGRP4,40,39,34,16
WDR87,167,151,47,19
ZNF540,46,36,71,14
ZNF570,40,39,53,17
CYP4F11,296,272,229,275
OR10H3,14,14,17,6
OR10H2,0,0,0,1
CYP4F22,87,79,77,25
ZNF57,305,356,193,300
ZNF556,125,120,105,69
ZNF554,80,53,110,52
THOP1,220,162,376,235
MOB3A,258,288,196,232
AZU1,18,15,4,3
BSG,87,101,72,95
OR10H5,27,30,26,10
ZNF738,75,61,82,29
ZNF417,0,0,0,0
NLRP13,70,76,108,32
CCDC106,32,33,48,41
TDRD12,327,376,239,126
ZNF791,346,326,183,280
SWSAP1,45,36,7,25
RAX2,7,8,13,1
TTC9B,2,7,7,1
KLK15,33,48,16,10
ZNF497,52,31,30,24
ZNF266,322,283,271,323
OR7D4,29,22,26,6
PCP2,0,0,0,0
ADGRE1,105,109,116,48
NDUFA11,0,0,0,0
CATSPERD,167,141,110,60
MICOS13,0,0,0,0
FUT1,55,44,33,46
MED16,101,78,91,102
LRRC25,84,55,12,13
ZNF77,136,122,138,120
ZNF613,34,39,69,15
MYPOP,126,90,121,98
ZNF404,90,161,73,38
OR10H4,20,14,19,3
ZNF135,17,10,21,5
EID2,9,21,16,15
EID2B,26,29,15,26
ZNF575,101,102,33,42
DIRAS1,2,7,7,4
PHLDB3,420,328,279,276
GNG7,1482,2144,359,258
LMNB2,236,227,325,255
OR4F17,26,9,0,2
MAMSTR,38,32,25,18
FUT2,133,109,69,72
C19orf18,32,18,43,13
SIX5,16,27,16,18
FBXO46,299,401,229,351
B3GNT8,26,34,28,21
SPACA4,0,0,0,0
PPFIA3,128,111,135,47
GPR4,0,0,0,0
FAM187B,30,33,8,6
ZNF491,28,23,23,9
STAP2,139,112,136,111
TSSK6,13,23,26,34
ZNF114,197,251,179,170
VN1R1,0,0,0,0
ZNF543,104,105,101,114
TMPRSS9,232,206,186,110
ZNF223,0,0,0,0
CTXN1,2,4,1,1
DPY19L3,1892,1809,1688,1821
TPRX1,56,41,21,16
LGALS7B,14,11,5,1
ZNF552,0,0,0,0
ZBTB7A,189,307,142,208
SELENOW,60,60,42,47
EIF3K,126,157,111,134
FARSA,79,101,84,99
SAMD4B,404,406,435,485
GGN,31,16,44,27
SIGLECL1,48,39,42,7
CALR,20,33,24,32
RAD23A,46,70,44,66
GADD45GIP1,55,46,25,24
DAND5,54,68,12,4
NLRP8,95,88,94,27
SYCN,0,1,1,0
MYADM,20,10,24,3
NKPD1,111,80,41,53
GIPC3,21,12,13,3
NLRP11,75,99,129,33
ZNF154,0,0,0,0
B3GNT3,246,299,190,213
ZNF784,35,25,29,10
FIZ1,66,64,69,50
SSC5D,147,113,55,53
GARIN5B,23,14,5,1
TMEM150B,71,91,25,16
TMEM86B,20,18,21,10
ZNF816,0,0,0,0
ARHGAP45,167,207,139,90
ZNF571,0,0,0,0
ZSCAN4,77,76,69,24
S1PR5,57,48,35,41
ZNF443,0,0,0,0
ZNF792,97,61,44,37
ZFP82,63,70,90,18
FKRP,179,152,124,112
TRAPPC5,26,18,25,18
SLC25A42,395,296,412,319
MUC16,1737,1693,1669,2081
SLC25A41,36,56,22,7
SYNE4,59,37,43,18
MEX3D,130,100,101,88
ZNF875,706,792,633,717
OR2Z1,12,15,33,20
CIMAP1D,14,17,23,12
ACTL9,2,2,1,0
ZNF329,185,147,145,129
ZNF101,218,236,147,191
PNMA8A,41,66,17,26
TMEM259,88,99,89,85
ZNF708,721,823,535,702
IZUMO1,48,42,33,5
SPACA6,73,92,122,104
MBD3L3,34,38,19,14
ZSCAN22,165,161,140,132
KCNJ14,77,56,80,64
IFNL1,16,10,3,4
CAPN12,420,277,116,108
CLEC4G,0,0,0,0
ZNF320,65,54,92,23
MCEMP1,2,0,3,0
C2CD4C,10,7,0,5
RUVBL2,183,218,200,217
PRR36,10,13,10,4
TEKTIP1,40,37,39,30
CCDC159,57,34,29,10
MRPL54,54,67,42,44
ZNF530,194,165,163,181
PSG9,1962,1508,273,150
IFNL2,4,4,4,0
ACP7,409,482,101,38
ZNF730,138,158,229,68
NR2C2AP,8,11,8,11
ZNF93,93,52,88,27
PRSS57,26,25,11,5
RAB11B,136,123,137,121
TNFAIP8L1,247,191,131,110
OR7A17,30,12,20,5
ZSWIM9,294,293,314,292
ADAMTSL5,4,7,19,14
NLRP9,88,54,61,32
DMWD,58,71,55,54
ZNF829,0,0,0,0
FFAR3,3,0,0,0
PLK5,50,43,35,17
NDUFA13,0,0,0,0
ZNF566,99,90,128,40
ZNF529,58,55,100,21
ZNF284,51,34,27,31
PIP5K1C,615,500,620,483
CYP4F2,72,51,59,21
CYP4F12,47,39,145,25
ZNF749,0,0,0,0
ZNF17,0,0,0,0
ZNF555,263,258,205,231
RGS9BP,5,2,1,1
FCAR,38,30,33,15
KLK12,12,10,8,8
CYP4F8,38,27,35,17
CYP4F3,41,52,115,33
CEACAM19,210,248,87,32
OR10H1,85,113,27,32
VSIG10L,20,16,26,11
LILRB4,14,19,8,5
SELENOV,13,7,11,5
KANK3,53,60,28,9
LILRA5,7,10,15,5
VSTM2B,65,59,89,26
ZNF546,329,414,178,177
BCAM,102,108,81,75
EPOR,50,82,29,23
FPR3,39,36,50,23
SBK2,22,25,20,10
NANOS3,6,24,3,5
VMAC,0,0,0,0
HAPLN4,12,17,15,4
PALM3,15,26,22,8
SHISA7,25,23,23,10
CLEC17A,64,45,62,13
RINL,107,77,51,14
OR7D2,21,23,29,14
C19orf67,91,58,34,26
ZNF490,413,375,324,335
NWD1,635,536,196,96
TMEM221,2,6,5,4
ZNF626,98,93,128,33
ENSG00000188223,15,16,7,11
ZNF793,62,68,89,31
OR7A5,0,0,0,0
ZNF383,258,282,213,206
IGFL1,8,3,3,4
PEAK3,0,0,0,0
ZNF559,0,1,2,2
BSPH1,47,73,56,27
PRR19,64,40,24,10
NANOS2,6,1,0,0
ACTMAP,150,129,93,77
NCCRP1,6,8,5,5
KRTDAP,10,8,16,5
IGFL3,64,49,16,2
ZNF177,0,0,0,0
SPRED3,33,60,74,38
ZNF548,0,0,0,0
ZNF563,84,95,112,161
SBSN,8,8,7,3
KIR2DL4,28,18,25,3
ZNF567,48,63,72,17
CGB5,4,5,0,0
VSTM1,51,40,52,17
BLOC1S3,43,49,20,29
ZNF573,170,144,241,67
ZNF527,222,240,261,218
ZNF600,34,37,59,15
FAM90A27P,10,10,16,0
CXCL17,191,191,37,15
NCR1,28,27,17,9
ZNF724,103,98,128,37
ZNF676,88,58,105,22
ZNF699,333,429,227,354
VN1R2,0,1,2,0
ZNF681,112,95,71,14
ZNF766,426,389,312,363
RYR1,547,525,314,120
SUPT5H,331,333,265,325
ZNF471,46,64,63,15
ZNF836,211,198,181,205
ZNF493,15,24,22,7
CGB7,6,1,0,1
ZNF729,67,75,114,26
ZNF565,633,602,499,509
ELAVL3,31,32,31,13
LONP1,135,181,146,192
PRTN3,2,8,3,3
ZNF765,239,205,218,175
ZNF569,112,122,189,45
ZNF799,26,20,13,7
MBD3L2B,2,0,0,0
ZNF846,269,222,125,165
ZNF136,391,358,341,426
HSH2D,200,308,180,169
ZNF431,1002,1163,663,896
ZNF418,22,19,36,11
ZNF700,0,0,0,0
ENSG00000196826,145,101,115,49
ZFP28,28,44,71,17
AP2A1,393,353,411,364
ZNF585A,48,47,64,16
ZNF429,100,83,166,38
ZNF470,40,39,83,19
SERTAD1,49,69,39,55
ZNF100,87,113,171,29
ZNF441,290,350,142,215
ZNF420,90,91,129,40
ZNF763,0,4,1,0
IFNL3,2,1,2,1
ZNF682,86,77,130,24
ZNF772,0,2,0,0
ZNF257,84,96,142,37
ZSCAN5B,16,14,17,6
KANK2,498,366,427,380
ZNF98,65,43,74,22
ZNF675,2542,2993,667,593
DACT3,42,25,24,6
C5AR1,38,40,29,14
CYP2B6,71,74,64,17
CYP2F1,31,28,22,6
ZNF628,66,75,53,71
GALP,36,18,19,3
ZNF665,60,45,66,13
GZMM,16,2,13,6
ELANE,6,10,6,2
ZNF841,458,536,423,534
ZNF615,37,47,53,20
ZNF433,0,0,0,0
ZNF460,119,222,109,163
CFD,4,2,3,3
ZNF780A,514,589,382,479
ZNF461,76,59,98,29
CYP2A13,14,13,20,3
ZNF181,148,144,136,150
ZNF44,425,496,404,482
ZNF790,60,57,94,20
ZNF677,32,48,59,7
ZNF823,385,364,233,288
ZNF347,58,43,86,12
ZNF71,38,47,100,13
ZNF121,489,591,370,546
ODAD3,52,37,22,16
ZNF560,58,82,84,31
ZNF667,75,68,125,26
CYP2A7,0,0,0,0
ZNF649,26,16,49,14
ZNF544,4,0,0,0
ZNF607,1,2,1,2
UBL5,18,32,24,28
PEG3,0,0,0,0
ZNF442,54,54,66,40
ZNF813,57,51,81,15
GET3,117,90,88,95
ZNF69,75,45,49,20
ZNF583,49,52,76,24
ZNF568,8,9,14,5
ZNF480,357,340,312,293
ZNF587,0,0,0,0
ZNF808,66,31,65,9
ZNF43,87,105,135,37
ZNF28,70,70,132,16
ZNF627,332,401,290,322
ZNF536,856,758,1330,416
ZNF534,36,42,65,10
SAXO5,38,30,21,15
ZNF358,8,4,14,9
R3HDM4,70,103,84,78
ZNF525,46,33,69,34
ZNF814,92,63,56,43
ZNF551,0,0,0,0
ZNF805,282,376,300,352
ZSCAN5C,8,8,8,6
LILRB3,25,20,15,8
DPRX,44,48,85,16
ZNF468,0,0,0,0
ZNF616,351,378,273,342
ASPDH,8,7,8,4
AKT1S1,67,74,59,86
PNMA8B,6,6,9,1
IGFL2,50,56,40,17
IGFL4,513,322,99,33
ZNF155,246,252,172,242
CD177,119,37,12,1
PSG5,723,572,120,30
ERICH4,2,2,3,1
LGALS7,1,0,0,0
SDHAF1,7,17,5,8
PSENEN,0,0,0,0
SCGB2B2,809,1116,373,163
RGL3,119,102,169,102
MBD3L4,0,0,0,0
DENND1C,47,63,54,46
ARRDC5,203,195,21,12
ONECUT3,62,116,37,25
PRR22,2,3,7,3
ZNF580,0,0,0,0
ZNF611,49,50,86,15
KLK9,0,0,0,0
SYT3,26,16,35,12
NUP62,0,0,0,0
CGB8,3,1,0,0
ZNF254,238,192,278,86
ZNF625-ZNF20,8,6,6,3
QTRT1,150,116,129,120
ADAT3,0,0,0,0
ZNF134,183,186,140,200
ZNF888,138,115,119,94
ZNF845,217,220,197,217
CEACAM18,25,25,30,7
PPM1N,14,21,16,8
CEACAM16,62,57,22,14
LEUTX,16,32,22,6
NUDT19,308,367,242,324
ZNF726,70,75,84,27
ZNF99,76,70,119,20
ZNF90,83,87,113,29
TM6SF2,6,15,31,2
MEF2B,0,0,0,1
SMIM7,0,0,0,0
C19orf38,215,163,60,43
PLIN5,28,9,7,6
IFI30,0,0,0,0
IGSF23,240,383,91,33
ZNF579,10,23,28,20
LINGO3,0,0,0,0
ZGLP1,13,10,11,10
PSG3,189,248,47,5
ZNF816-ZNF321P,171,134,114,124
PSG7,352,326,113,27
C19orf73,1,3,1,0
ZNF880,38,46,36,9
FXYD7,123,151,56,40
KIR2DS4,28,14,27,1
UBA52,37,53,37,43
ZNF844,0,0,0,0
TINCR,29,32,67,34
RFPL4A,6,6,4,5
CERS1,0,0,0,2
ADM5,3,0,5,2
APOC4-APOC2,0,2,2,1
NTF4,0,0,0,0
SRRM5,56,54,68,47
SCAMP4,72,73,102,91
FAM174C,35,37,27,26
VN1R4,1,1,0,2
RFPL4AL1,10,9,4,5
ZNF492,69,48,97,17
PET100,0,0,0,0
MBD3L2,2,0,0,0
SBK3,12,13,12,2
PSG1,306,317,139,52
TMEM238,52,65,55,38
RPS28,11,8,3,8
PINLYP,0,0,0,0
APOC2,0,0,3,2
C19orf81,18,22,20,6
MBD3L5,2,0,0,0
ZNF737,55,46,97,19
MEIOSIN,254,283,65,24
OR7E24,23,13,10,4
ALKBH6,35,61,56,29
LILRA4,8,8,17,3
LILRA2,36,24,33,5
KIR3DL2,36,34,30,12
KIR3DL3,18,24,29,4
PSG2,463,412,86,16
ZNF709,0,0,0,0
PSG11,488,497,117,22
PSG4,304,293,113,58
PPAN-P2RY11,0,0,0,0
KIR2DL3,26,19,23,6
P2RY11,0,0,2,4
LILRA6,11,11,13,2
ZNF585B,48,44,30,32
CEBPA,38,20,16,10
BCKDHA,0,0,0,0
INSL3,14,34,5,5
TARM1,12,11,16,8
HAUS5,93,92,112,84
ZNF324B,51,39,37,49
ZNF564,0,0,0,0
LGALS16,14,14,9,2
YJEFN3,4,2,5,1
PRODH2,27,26,27,9
ZNF345,0,0,0,0
ZNF550,21,35,17,12
ZNF260,37,22,57,15
SIGLEC14,8,9,14,4
SIGLEC12,18,10,26,5
MPV17L2,46,27,27,19
BORCS8,0,0,0,0
ENSG00000255730,21,13,33,23
CYP2A6,0,0,0,0
TRAPPC2B,0,0,0,0
ZNF432,225,206,230,215
ZNF486,70,65,101,15
ZNF225,334,369,298,345
ZNF350,63,122,103,74
ZNF253,74,67,115,18
LSM14A,1006,1593,856,1402
ENSG00000257355,0,0,0,0
ZNF878,0,0,0,0
ZNF625,0,0,0,0
INAFM1,3,8,4,7
ZNF578,103,112,143,45
ENSG00000258674,0,0,0,0
DUXA,22,17,26,20
TPRX2,12,2,2,0
TGFBR3L,2,7,10,3
ZNF865,106,108,106,104
SMIM47,6,15,21,8
MIA,0,0,0,0
GFY,3,13,8,5
CCER2,10,11,14,9
C19orf84,0,0,6,1
ZNF234,297,323,208,292
ENSG00000266953,16,10,11,5
FXYD1,18,22,5,3
ENSG00000267001,39,43,21,17
ENSG00000267022,114,197,99,36
ZNF850,104,106,165,41
ENSG00000267059,34,35,27,19
ENSG00000267110,4,5,3,0
ENSG00000267120,0,0,0,0
ENSG00000267157,4,1,1,0
ENSG00000267173,96,106,67,22
ENSG00000267179,52,42,48,26
ENSG00000267303,1,1,0,0
ENSG00000267314,17,11,7,14
ENSG00000267335,30,28,7,3
ENSG00000267360,23,15,23,6
ENSG00000267385,7,3,1,0
APOC4,0,0,0,0
ENSG00000267477,0,3,5,4
ZNF285,0,0,0,0
S1PR2,109,57,46,33
ENSG00000267552,2,6,18,3
CGB1,0,0,0,0
FDX2,0,0,0,0
ZNF224,241,337,196,268
ENSG00000267706,0,0,0,0
EDDM13,0,0,0,0
ENSG00000267740,72,105,28,19
ENSG00000267748,176,210,64,79
LIN37,0,0,0,0
NDUFA7,0,0,0,0
ENSG00000267881,44,62,50,25
ENSG00000267952,29,50,20,8
ERFL,0,0,0,0
ENSG00000268083,73,87,33,25
ENSG00000268107,17,20,23,9
ENSG00000268133,115,109,30,35
ENSG00000268163,194,199,133,138
ENSG00000268173,15,32,18,11
SMIM17,33,17,40,11
ENSG00000268193,1,3,8,2
ENSG00000268361,12,17,16,14
ENSG00000268400,15,9,11,8
ENSG00000268434,4,10,0,1
ENSG00000268465,7,9,2,0
NFILZ,75,92,92,36
SIGLEC5,28,26,50,7
ENSG00000268533,186,152,124,109
ENSG00000268614,0,0,0,0
ENSG00000268643,24,35,13,10
SAXO3,1,8,0,2
ZNF723,65,57,84,22
ENSG00000268750,55,42,35,30
ENSG00000268790,196,228,150,199
ENSG00000268797,374,356,221,117
ENSG00000268870,139,122,122,77
ERVV-2,11,5,7,1
MIA-RAB4B,29,24,9,2
ENSG00000269026,192,174,84,94
ENSG00000269035,91,101,4,8
CALR3,0,0,0,0
ZNF728,55,69,82,9
ENSG00000269095,49,97,7,8
ENSG00000269179,50,55,26,9
FBXO17,439,469,224,182
ENSG00000269237,158,114,147,34
ENSG00000269242,22,14,16,8
ENSG00000269307,31,13,19,11
ZNF587B,0,0,0,0
ENSG00000269403,0,2,0,0
SPIB,10,2,5,2
ENSG00000269469,37,19,8,5
ENSG00000269476,208,172,178,175
ERVV-1,2,2,5,1
ENSG00000269533,0,0,0,0
ENSG00000269547,49,47,33,33
ENSG00000269590,0,0,0,0
ENSG00000269693,114,107,54,32
ZIM2,70,93,127,32
ENSG00000269711,4,1,2,1
CCDC194,10,19,18,11
ENSG00000269741,0,0,0,0
ENSG00000269755,63,48,32,15
ENSG00000269825,0,0,0,0
RNF225,2,7,5,1
EGLN2,0,0,0,0
ZNF559-ZNF177,39,32,31,18
KMT2B,107,133,111,96
IFNL4,10,0,2,1
LYPD4,20,13,15,8
ENSG00000273734,103,111,54,28
CEACAM20,98,134,64,25
LENG9,4,6,7,5
FCGBP,462,388,135,62
UHRF1,652,630,659,507
PNMA8C,8,8,7,6
ZNF8,0,0,0,0
ZNF229,43,69,74,27
ENSG00000283515,77,69,51,57
C19orf85,3,4,3,1
EXOC3L2,117,97,69,49
ENSG00000283663,16,21,12,9
PMIS2,4,0,6,0
GNG14,6,4,4,7
THSD8,8,14,3,0
SMIM44,4,3,6,0
CIST1,0,0,0,0
ENSG00000285505,28,32,16,8
ENSG00000285526,209,311,65,64
ENSG00000285589,0,0,0,0
ENSG00000286098,208,197,155,209
ENSG00000286132,14,21,22,11
ENSG00000288669,15,19,23,3
ENSG00000288671,18,19,15,16
RPSA2,212,216,165,49
SMIM46,0,0,0,0
ENSG00000291239,0,0,0,0
ENSG00000291312,0,0,0,0
CYP26B1,114,105,105,54
ALS2,1803,2310,1498,1831
CASP10,930,1297,672,855
CFLAR,834,1513,605,943
TFPI,3509,4808,875,396
NDUFAF7,293,415,255,299
GCFC2,499,721,410,506
WDR54,22,40,23,34
FARP2,2322,2604,1802,2251
UPP2,6894,7711,928,436
HEATR5B,2357,2821,1549,2241
CEP68,448,420,278,337
MAP4K3,6290,9007,4416,6369
EHD3,598,511,343,357
CLK1,58,177,51,109
MDH1,290,426,212,232
RGPD5,4,0,0,0
SLC11A1,112,100,27,10
AGPS,4657,7454,3337,4958
TTC27,5516,6321,4069,4879
MARCO,227,296,155,45
SPAST,2564,2664,1696,2235
CPS1,6032,8213,2199,666
NDUFS1,673,769,464,661
VRK2,8906,12251,3309,3812
IKZF2,5085,8659,3858,6125
EIPR1,3227,2905,2870,3262
TMSB10,4,11,2,9
SH3YL1,811,1031,719,872
FAM136A,81,92,59,55
CUL3,3077,4972,2392,3570
INPP4A,3264,3804,2260,2771
RETSAT,137,116,106,134
CAPG,270,303,210,261
R3HDM1,5682,6932,4491,5914
LTBP1,11080,12763,3206,826
LY75,0,0,0,0
PTPRN,42,104,54,12
NOP58,400,644,405,617
EIF2AK2,526,1119,568,800
CCDC85A,3704,2845,708,187
PUM2,2031,3284,1599,2753
MTA3,5198,5664,3088,3520
MXD1,362,797,402,519
NCKAP1,2746,4724,2169,3525
GPC1,354,290,252,295
CASP8,1123,1409,793,1033
PMS1,2482,3675,2169,2802
CALCRL,4465,6018,2405,3244
ANKRD44,7778,9159,1174,426
ZC3H15,379,634,357,616
ASB1,285,520,323,494
MTHFD2,479,676,164,300
CTNNA2,3211,3596,4711,1152
NGEF,1072,1564,393,187
SP100,2821,4510,1650,2516
HDAC4,5020,4472,2975,3306
REEP1,685,1327,350,140
POLR1A,939,1188,1023,911
LAPTM4A,362,482,255,397
TTC7A,2282,2355,1618,1923
STON1-GTF2A1L,555,709,120,30
SRBD1,7390,9591,5573,7428
PSME4,2047,3236,1795,2406
ERLEC1,0,0,0,0
NCK2,4187,4483,2975,4323
MAP4K4,5250,7739,4091,5541
MGAT4A,2765,3459,490,193
RPL31,18,36,24,31
TRIB2,321,520,156,198
PRLH,0,2,3,2
MYO3B,13343,16347,9599,12568
CYBRD1,893,1078,537,737
SPP2,427,559,80,29
PTPN18,383,339,230,242
LIMS2,133,181,82,35
ASIC4,75,106,55,36
SPEG,554,556,602,431
ABCB11,4090,5316,1294,766
DHRS9,1201,1510,275,84
GLI2,696,902,603,199
CLASP1,7368,9293,5498,7391
BCS1L,44,34,26,41
ZNF638,3572,5252,2295,3424
ADD2,481,579,317,126
FOSL2,222,392,126,329
TMEM131,7533,10120,5162,7222
ARHGAP15,19853,25610,2647,707
TUBA3D,79,31,33,37
MCM6,545,626,629,525
DGKD,2442,2881,2019,2326
DNAJC10,1405,2126,1403,1472
DYNC1I2,1461,1961,1041,1518
MAP2,12457,15579,5013,4771
FAP,2254,2843,347,142
FKBP7,495,581,119,73
OSBPL6,6173,6958,1245,887
XRCC5,1176,1874,1134,1491
SP140,2099,2282,382,956
TNS1,386,463,460,152
DDX1,358,619,372,488
SCTR,461,740,210,77
RIF1,822,1270,907,882
COL4A4,3344,3648,525,225
STK17B,1242,1685,699,1053
LRP2,4198,5826,757,244
MPP4,849,1087,196,109
STRADB,865,970,532,726
BZW1,96,198,85,129
CCNT2,755,1261,667,994
COBLL1,6071,8852,3802,6383
XPO1,655,1080,710,950
STARD7,374,647,286,515
APOB,105,98,111,31
NCOA1,8814,11071,4729,7227
AGBL5,164,212,189,195
EFR3B,266,339,254,125
KIF3C,1176,973,820,879
RAB10,2454,3569,1648,2864
GCKR,199,279,79,21
HADHA,752,874,593,822
MAPRE3,593,910,217,107
CAD,156,163,168,174
WDFY1,0,2,0,0
MTIF2,494,581,465,478
ATG16L1,415,551,401,422
USP40,2157,3053,1578,2367
GMCL1,1311,1738,1013,1342
PTPN4,7279,10131,5244,7845
DDX18,176,224,164,205
NLRC4,570,674,339,317
ITGA6,1431,2402,744,1492
RAPGEF4,8769,10555,1356,716
MAP3K20,6288,8718,4314,6398
MSH2,2141,2498,1642,1722
SLC4A3,106,113,150,88
INO80D,2400,2694,1628,2224
EEF1B2,15,30,22,35
ADAM23,4830,6330,687,221
DGUOK,476,676,416,616
MOB1A,388,518,270,421
KANSL3,563,641,549,691
LMAN2L,583,596,405,505
RTKN,150,197,180,174
TTL,1210,1141,779,903
IL1A,42,146,82,176
CCL20,77,186,51,31
PIKFYVE,1726,2499,1498,1966
KCNIP3,388,641,228,96
FAHD2A,136,125,111,89
NCL,37,95,36,84
ACTR1B,66,63,84,58
SLC35F5,934,1386,805,1192
ZAP70,121,130,66,26
ACTR3,1448,2327,1302,1845
STEAP3,697,853,524,732
EPB41L5,5208,5806,3210,4152
TFCP2L1,1428,1390,929,770
SF3B6,98,128,73,127
TP53I3,0,0,0,0
DNAJC27,658,669,470,536
POMC,42,36,18,8
STAM2,1646,2027,1149,1583
OTOF,590,591,201,99
GPD2,3945,6406,3354,4726
CENPA,174,220,149,180
CYTIP,773,1002,95,41
ACVR1,3894,5390,2721,3982
TANC1,6878,9063,4444,6745
SLC30A3,18,18,17,7
MPV17,203,212,160,157
GTF3C2,455,514,356,426
EIF2B4,49,57,47,55
NRBP1,142,209,127,163
ITGB6,2602,2953,1944,2637
FNDC4,22,31,8,5
ITGA4,2504,3156,703,662
PSMD14,2735,4699,2572,3514
SNX17,52,57,25,48
ASB3,3497,4465,2607,3375
PPM1G,523,606,496,531
PDE1A,12021,15446,1628,849
GCG,365,419,46,7
IFIH1,777,2182,764,1108
GCA,1293,1998,933,1223
INO80B,0,0,0,0
MOGS,44,39,30,34
TTC31,131,154,133,114
PCGF1,22,21,17,16
GRB14,4327,5607,1334,1658
CLIP4,1955,3216,1325,2106
TLX2,9,12,18,9
SPTBN1,4591,6513,2077,2957
AUP1,24,54,25,44
RTN4,2230,4139,1955,3273
HTRA2,20,25,27,36
LOXL3,107,163,51,29
DOK1,15,20,5,4
GALNT3,1084,1666,978,1306
POLE4,287,429,275,330
TACR1,3032,3501,1205,1031
CCDC88A,4267,5302,3203,4124
ACADL,1164,1469,139,34
EVA1A,2227,2748,1609,2018
